Date,Open,High,Low,Close,Adj Close,Volume
2018-10-12,0.207000,0.230000,0.204000,0.215000,0.215000,133400000
2018-10-15,0.215000,0.241000,0.207000,0.212000,0.212000,62100000
2018-10-16,0.210000,0.215000,0.201000,0.211000,0.211000,13420000
2018-10-18,0.205000,0.275000,0.205000,0.270000,0.270000,46110000
2018-10-19,0.265000,0.270000,0.225000,0.249000,0.249000,18830000
2018-10-22,0.249000,0.250000,0.235000,0.246000,0.246000,5660000
2018-10-23,0.249000,0.250000,0.235000,0.244000,0.244000,8180000
2018-10-24,0.244000,0.350000,0.235000,0.305000,0.305000,53410000
2018-10-25,0.300000,0.350000,0.300000,0.340000,0.340000,21920000
2018-10-26,0.340000,0.370000,0.310000,0.325000,0.325000,29040000
2018-10-29,0.335000,0.365000,0.315000,0.330000,0.330000,19090000
2018-10-30,0.330000,0.340000,0.290000,0.305000,0.305000,12780000
2018-10-31,0.310000,0.320000,0.260000,0.275000,0.275000,10860000
2018-11-01,0.275000,0.275000,0.255000,0.270000,0.270000,5070000
2018-11-02,0.265000,0.320000,0.260000,0.320000,0.320000,18560000
2018-11-05,0.320000,0.345000,0.295000,0.310000,0.310000,12320000
2018-11-06,0.310000,0.310000,0.280000,0.300000,0.300000,4570000
2018-11-07,0.290000,0.355000,0.290000,0.325000,0.325000,30230000
2018-11-08,0.335000,0.335000,0.310000,0.320000,0.320000,12950000
2018-11-09,0.310000,0.315000,0.290000,0.305000,0.305000,9400000
2018-11-12,0.305000,0.315000,0.290000,0.310000,0.310000,3430000
2018-11-13,0.295000,0.310000,0.295000,0.305000,0.305000,5630000
2018-11-14,0.295000,0.305000,0.285000,0.305000,0.305000,3670000
2018-11-15,0.305000,0.305000,0.260000,0.285000,0.285000,14720000
2018-11-16,0.285000,0.295000,0.280000,0.295000,0.295000,8150000
2018-11-19,0.290000,0.290000,0.275000,0.280000,0.280000,2490000
2018-11-20,0.275000,0.290000,0.270000,0.290000,0.290000,1700000
2018-11-21,0.295000,0.325000,0.280000,0.315000,0.315000,6230000
2018-11-22,0.320000,0.340000,0.295000,0.330000,0.330000,15180000
2018-11-23,0.330000,0.360000,0.300000,0.305000,0.305000,39650000
2018-11-26,0.300000,0.330000,0.290000,0.290000,0.290000,9110000
2018-11-27,0.290000,0.310000,0.290000,0.295000,0.295000,3090000
2018-11-28,0.295000,0.295000,0.275000,0.280000,0.280000,5770000
2018-11-29,0.280000,0.290000,0.265000,0.275000,0.275000,12490000
2018-11-30,0.270000,0.290000,0.265000,0.280000,0.280000,12190000
2018-12-03,0.280000,0.280000,0.260000,0.275000,0.275000,7250000
2018-12-04,0.275000,0.275000,0.255000,0.255000,0.255000,4290000
2018-12-05,0.260000,0.270000,0.248000,0.260000,0.260000,3200000
2018-12-06,0.255000,0.275000,0.255000,0.270000,0.270000,5130000
2018-12-07,0.275000,0.280000,0.275000,0.280000,0.280000,1290000
2018-12-10,0.275000,0.285000,0.270000,0.285000,0.285000,2110000
2018-12-11,0.285000,0.310000,0.285000,0.300000,0.300000,17390000
2018-12-12,0.310000,0.315000,0.290000,0.300000,0.300000,3550000
2018-12-13,0.295000,0.295000,0.280000,0.290000,0.290000,10080000
2018-12-14,0.285000,0.285000,0.280000,0.285000,0.285000,1320000
2018-12-17,0.290000,0.305000,0.285000,0.290000,0.290000,13100000
2018-12-18,0.285000,0.285000,0.275000,0.285000,0.285000,1630000
2018-12-19,0.285000,0.285000,0.275000,0.285000,0.285000,910000
2018-12-20,0.280000,0.290000,0.280000,0.290000,0.290000,10380000
2018-12-21,0.285000,0.290000,0.280000,0.280000,0.280000,6520000
2018-12-24,0.280000,0.290000,0.275000,0.290000,0.290000,350000
2018-12-27,0.285000,0.285000,0.270000,0.280000,0.280000,1810000
2018-12-28,0.275000,0.285000,0.275000,0.280000,0.280000,4350000
2018-12-31,0.275000,0.285000,0.275000,0.285000,0.285000,4290000
2019-01-02,0.280000,0.280000,0.275000,0.275000,0.275000,1280000
2019-01-03,0.275000,0.285000,0.275000,0.275000,0.275000,2280000
2019-01-04,0.270000,0.280000,0.270000,0.280000,0.280000,720000
2019-01-07,0.270000,0.290000,0.270000,0.285000,0.285000,3230000
2019-01-08,0.275000,0.285000,0.270000,0.285000,0.285000,1240000
2019-01-09,0.285000,0.285000,0.280000,0.285000,0.285000,1100000
2019-01-10,0.280000,0.280000,0.265000,0.270000,0.270000,2580000
2019-01-11,0.270000,0.320000,0.270000,0.310000,0.310000,13610000
2019-01-14,0.320000,0.360000,0.285000,0.290000,0.290000,21760000
2019-01-15,0.285000,0.285000,0.280000,0.280000,0.280000,5080000
2019-01-16,0.280000,0.280000,0.275000,0.275000,0.275000,1500000
2019-01-17,0.280000,0.310000,0.275000,0.285000,0.285000,13490000
2019-01-18,0.285000,0.285000,0.275000,0.280000,0.280000,910000
2019-01-21,0.275000,0.280000,0.275000,0.280000,0.280000,1510000
2019-01-22,0.280000,0.280000,0.275000,0.280000,0.280000,120000
2019-01-23,0.280000,0.280000,0.270000,0.275000,0.275000,1030000
2019-01-24,0.275000,0.285000,0.270000,0.285000,0.285000,7930000
2019-01-25,0.290000,0.305000,0.290000,0.290000,0.290000,1010000
2019-01-28,0.295000,0.295000,0.285000,0.285000,0.285000,21670000
2019-01-29,0.290000,0.295000,0.285000,0.290000,0.290000,15660000
2019-01-30,0.300000,0.310000,0.295000,0.295000,0.295000,1800000
2019-01-31,0.290000,0.305000,0.290000,0.295000,0.295000,8600000
2019-02-01,0.295000,0.300000,0.295000,0.300000,0.300000,500000
2019-02-04,0.305000,0.305000,0.295000,0.295000,0.295000,140000
2019-02-08,0.300000,0.300000,0.300000,0.300000,0.300000,0
2019-02-11,0.300000,0.305000,0.290000,0.295000,0.295000,490000
2019-02-12,0.310000,0.310000,0.295000,0.305000,0.305000,450000
2019-02-13,0.295000,0.300000,0.290000,0.290000,0.290000,3120000
2019-02-14,0.295000,0.295000,0.285000,0.285000,0.285000,800000
2019-02-15,0.280000,0.285000,0.280000,0.285000,0.285000,170000
2019-02-18,0.280000,0.290000,0.280000,0.290000,0.290000,730000
2019-02-19,0.285000,0.290000,0.285000,0.290000,0.290000,280000
2019-02-20,0.285000,0.285000,0.285000,0.285000,0.285000,40000
2019-02-21,0.290000,0.290000,0.290000,0.290000,0.290000,370000
2019-02-22,0.285000,0.290000,0.285000,0.290000,0.290000,270000
2019-02-25,0.285000,0.300000,0.285000,0.290000,0.290000,1300000
2019-02-26,0.290000,0.290000,0.285000,0.290000,0.290000,130000
2019-02-27,0.285000,0.285000,0.280000,0.285000,0.285000,520000
2019-02-28,0.285000,0.285000,0.280000,0.285000,0.285000,170000
2019-03-01,0.285000,0.285000,0.280000,0.280000,0.280000,730000
2019-03-04,0.275000,0.280000,0.270000,0.275000,0.275000,2150000
2019-03-05,0.275000,0.285000,0.275000,0.285000,0.285000,4420000
2019-03-06,0.285000,0.290000,0.285000,0.290000,0.290000,3850000
2019-03-07,0.290000,0.290000,0.280000,0.285000,0.285000,2330000
2019-03-08,0.285000,0.285000,0.285000,0.285000,0.285000,170000
2019-03-11,0.280000,0.280000,0.275000,0.280000,0.280000,770000
2019-03-12,0.280000,0.310000,0.280000,0.300000,0.300000,11310000
