Date,Open,High,Low,Close,Adj Close,Volume
2019-10-31,2.660000,3.010000,2.540000,2.660000,2.446625,65628000
2019-11-01,2.690000,2.780000,2.600000,2.620000,2.409833,11733000
2019-11-04,2.630000,2.630000,2.490000,2.500000,2.299459,5149000
2019-11-05,2.480000,2.590000,2.410000,2.450000,2.253470,4324000
2019-11-06,2.430000,2.530000,2.430000,2.460000,2.262668,1791000
2019-11-07,2.460000,2.480000,2.380000,2.390000,2.198283,1414000
2019-11-08,2.380000,2.440000,2.290000,2.440000,2.244272,2693000
2019-11-11,2.440000,2.660000,2.400000,2.600000,2.391438,4564000
2019-11-12,2.650000,2.680000,2.560000,2.650000,2.437427,3563000
2019-11-13,2.650000,2.760000,2.600000,2.630000,2.419031,3154000
2019-11-14,2.630000,2.700000,2.600000,2.690000,2.474218,2602000
2019-11-15,2.690000,2.800000,2.660000,2.780000,2.556999,3137000
2019-11-18,2.780000,2.840000,2.780000,2.790000,2.566197,1023000
2019-11-19,2.790000,2.840000,2.690000,2.730000,2.511010,2399000
2019-11-20,2.740000,2.740000,2.580000,2.590000,2.382240,3658000
2019-11-21,2.590000,2.660000,2.520000,2.540000,2.336251,3128300
2019-11-22,2.540000,2.600000,2.400000,2.400000,2.207481,1030000
2019-11-25,2.400000,2.440000,2.400000,2.440000,2.244272,269000
2019-11-26,2.440000,2.470000,2.380000,2.420000,2.225877,328000
2019-11-27,2.390000,2.420000,2.360000,2.390000,2.198283,326000
2019-11-28,2.380000,2.380000,2.250000,2.300000,2.115503,898000
2019-11-29,2.200000,2.240000,2.170000,2.190000,2.014327,521000
2019-12-02,2.120000,2.190000,2.120000,2.130000,1.959140,184000
2019-12-03,2.130000,2.140000,2.070000,2.120000,1.949942,325000
2019-12-04,2.120000,2.300000,2.120000,2.220000,2.041920,251000
2019-12-05,2.220000,2.220000,2.120000,2.180000,2.005129,163000
2019-12-06,2.150000,2.160000,2.120000,2.120000,1.949942,57000
2019-12-09,2.160000,2.160000,2.120000,2.120000,1.949942,100000
2019-12-10,2.100000,2.150000,2.070000,2.090000,1.922348,214000
2019-12-11,2.010000,2.070000,2.010000,2.040000,1.876359,322000
2019-12-12,2.040000,2.140000,2.040000,2.100000,1.931546,130000
2019-12-13,2.100000,2.150000,2.100000,2.110000,1.940744,144000
2019-12-16,2.110000,2.160000,2.100000,2.150000,1.977535,204000
2019-12-17,2.160000,2.240000,2.160000,2.240000,2.060316,229000
2019-12-18,2.240000,2.240000,2.160000,2.200000,2.023524,104000
2019-12-19,2.250000,2.300000,2.120000,2.290000,2.106305,249000
2019-12-20,2.290000,2.570000,2.220000,2.500000,2.299459,3767000
2019-12-23,2.540000,2.540000,2.430000,2.440000,2.244272,372000
2019-12-24,2.430000,2.500000,2.430000,2.480000,2.281064,230000
2019-12-27,2.460000,2.460000,2.420000,2.420000,2.225877,210000
2019-12-30,2.420000,2.550000,2.400000,2.490000,2.290262,727000
2019-12-31,2.450000,2.500000,2.420000,2.420000,2.225877,168000
2020-01-02,2.400000,2.440000,2.400000,2.440000,2.244272,166000
2020-01-03,2.490000,2.510000,2.420000,2.490000,2.290262,687000
2020-01-06,2.450000,2.450000,2.350000,2.350000,2.161492,197000
2020-01-07,2.350000,2.350000,2.230000,2.250000,2.069514,293000
2020-01-08,2.250000,2.310000,2.180000,2.180000,2.005129,210000
2020-01-09,2.190000,2.280000,2.180000,2.250000,2.069514,207000
2020-01-10,2.240000,2.310000,2.240000,2.290000,2.106305,186000
2020-01-13,2.230000,2.240000,2.190000,2.190000,2.014327,239000
2020-01-14,2.170000,2.230000,2.160000,2.160000,1.986733,147000
2020-01-15,2.160000,2.160000,2.100000,2.130000,1.959140,172000
2020-01-16,2.120000,2.120000,2.070000,2.120000,1.949942,501000
2020-01-17,2.080000,2.140000,2.080000,2.090000,1.922348,218000
2020-01-20,2.090000,2.130000,2.080000,2.080000,1.913150,180000
2020-01-21,2.080000,2.080000,1.950000,1.970000,1.811974,466000
2020-01-22,1.950000,2.020000,1.900000,1.990000,1.830370,259000
2020-01-23,2.020000,2.150000,1.950000,2.010000,1.848765,1087000
2020-01-24,1.960000,2.050000,1.960000,1.970000,1.811974,284000
2020-01-29,1.920000,1.920000,1.880000,1.900000,1.747589,345000
2020-01-30,1.860000,1.860000,1.700000,1.700000,1.563632,966000
2020-01-31,1.680000,1.820000,1.680000,1.730000,1.591226,262000
2020-02-03,1.660000,1.780000,1.650000,1.720000,1.582028,74000
2020-02-04,1.720000,1.720000,1.700000,1.710000,1.572830,321000
2020-02-05,1.710000,1.750000,1.710000,1.740000,1.600424,135000
2020-02-06,1.750000,1.850000,1.750000,1.840000,1.692402,289000
2020-02-07,1.810000,1.810000,1.810000,1.810000,1.664809,0
2020-02-10,1.800000,1.810000,1.780000,1.810000,1.664809,126000
2020-02-11,1.850000,1.850000,1.850000,1.850000,1.701600,0
2020-02-12,1.850000,1.850000,1.810000,1.850000,1.701600,63000
2020-02-13,1.880000,1.890000,1.800000,1.800000,1.655611,81000
2020-02-14,1.800000,1.820000,1.800000,1.820000,1.674006,12000
2020-02-17,1.820000,1.850000,1.780000,1.850000,1.701600,104000
2020-02-18,1.800000,1.840000,1.800000,1.830000,1.683204,108000
2020-02-19,1.860000,1.900000,1.850000,1.900000,1.747589,182000
2020-02-20,1.900000,1.900000,1.840000,1.850000,1.701600,18000
2020-02-21,1.850000,1.850000,1.820000,1.830000,1.683204,61000
2020-02-24,1.900000,1.960000,1.900000,1.920000,1.765985,646000
2020-02-25,1.900000,1.900000,1.860000,1.870000,1.719996,111000
2020-02-26,1.850000,1.930000,1.810000,1.930000,1.775183,66000
2020-02-27,1.900000,1.870000,1.860000,1.860000,1.710798,6000
2020-02-28,1.830000,1.830000,1.800000,1.820000,1.674006,529000
2020-03-02,1.830000,1.970000,1.830000,1.940000,1.784381,357000
2020-03-03,1.970000,2.140000,1.970000,2.060000,1.894755,546000
2020-03-04,2.100000,2.120000,1.970000,2.070000,1.903952,298000
2020-03-05,2.060000,2.220000,2.060000,2.170000,1.995931,700000
2020-03-06,2.060000,2.310000,2.060000,2.250000,2.069514,1537000
2020-03-09,2.270000,2.270000,2.270000,2.270000,2.087909,0
