Date,Open,High,Low,Close,Adj Close,Volume
2002-05-06,0.960000,0.992000,0.952000,0.992000,0.992000,749000
2002-05-07,0.992000,1.064000,0.984000,1.024000,1.024000,4414500
2002-05-08,1.056000,1.064000,1.008000,1.008000,1.008000,2655500
2002-05-09,1.040000,1.040000,0.984000,0.992000,0.992000,1350000
2002-05-10,0.976000,0.984000,0.952000,0.952000,0.952000,1126000
2002-05-13,0.952000,0.984000,0.944000,0.976000,0.976000,1142750
2002-05-14,0.976000,0.976000,0.952000,0.952000,0.952000,918000
2002-05-15,0.984000,0.984000,0.936000,0.976000,0.976000,3064000
2002-05-16,0.984000,0.984000,0.960000,0.960000,0.960000,936500
2002-05-17,0.976000,1.056000,0.976000,1.024000,1.024000,6678000
2002-05-20,null,null,null,null,null,null
2002-05-21,1.048000,1.080000,1.000000,1.040000,1.040000,4063500
2002-05-22,1.024000,1.040000,0.984000,1.024000,1.024000,4812750
2002-05-23,1.000000,1.024000,0.976000,0.984000,0.984000,3040000
2002-05-24,1.000000,1.000000,0.968000,0.976000,0.976000,1602500
2002-05-27,0.976000,1.016000,0.976000,0.992000,0.992000,2286000
2002-05-28,1.016000,1.016000,0.992000,1.000000,1.000000,1708000
2002-05-29,1.000000,1.048000,1.000000,1.008000,1.008000,3695000
2002-05-30,1.008000,1.048000,1.000000,1.024000,1.024000,2487500
2002-05-31,1.040000,1.056000,1.040000,1.040000,1.040000,3464000
2002-06-03,1.048000,1.048000,1.000000,1.008000,1.008000,1116000
2002-06-04,1.000000,1.000000,0.984000,0.984000,0.984000,1276500
2002-06-05,0.976000,1.008000,0.976000,1.008000,1.008000,797000
2002-06-06,1.000000,1.000000,0.984000,0.984000,0.984000,542500
2002-06-07,1.000000,1.000000,0.984000,0.984000,0.984000,662500
2002-06-10,0.984000,0.984000,0.896000,0.920000,0.920000,3617000
2002-06-11,0.912000,0.952000,0.880000,0.880000,0.880000,2488500
2002-06-12,0.880000,0.928000,0.872000,0.896000,0.896000,1300000
2002-06-13,0.888000,0.936000,0.888000,0.912000,0.912000,644000
2002-06-14,0.920000,0.920000,0.904000,0.912000,0.912000,400000
2002-06-17,0.912000,1.032000,0.912000,1.008000,1.008000,9050000
2002-06-18,1.024000,1.096000,1.008000,1.008000,1.008000,9076000
2002-06-19,1.040000,1.048000,0.960000,0.992000,0.992000,3521875
2002-06-20,1.000000,1.048000,0.960000,1.040000,1.040000,2348500
2002-06-21,1.064000,1.064000,1.008000,1.064000,1.064000,2674500
2002-06-24,1.080000,1.104000,1.056000,1.080000,1.080000,3126000
2002-06-25,1.064000,1.088000,1.056000,1.088000,1.088000,2922000
2002-06-26,1.064000,1.080000,1.040000,1.048000,1.048000,2992250
2002-06-27,1.032000,1.088000,1.032000,1.080000,1.080000,2258000
2002-06-28,1.064000,1.120000,1.064000,1.104000,1.104000,23450000
2002-07-01,null,null,null,null,null,null
2002-07-02,1.120000,1.184000,1.112000,1.184000,1.184000,10411500
2002-07-03,1.208000,1.256000,1.168000,1.224000,1.224000,5721500
2002-07-04,1.224000,1.264000,1.216000,1.264000,1.264000,4586750
2002-07-05,1.280000,1.344000,1.184000,1.344000,1.344000,14966000
2002-07-08,1.360000,1.472000,1.360000,1.456000,1.456000,11660750
2002-07-09,1.456000,1.568000,1.440000,1.552000,1.552000,17133000
2002-07-10,1.568000,1.584000,1.520000,1.584000,1.584000,9650500
2002-07-11,1.568000,1.568000,1.528000,1.552000,1.552000,1895125
2002-07-12,1.568000,1.872000,1.560000,1.728000,1.728000,26675625
2002-07-15,1.680000,2.040000,1.664000,1.976000,1.976000,22692250
2002-07-16,2.000000,2.120000,1.968000,2.040000,2.040000,9847250
2002-07-17,2.080000,2.080000,1.888000,2.000000,2.000000,5456250
2002-07-18,2.080000,2.160000,2.000000,2.000000,2.000000,5349000
2002-07-19,2.080000,2.080000,1.976000,2.040000,2.040000,3649000
2002-07-22,2.000000,2.040000,1.944000,2.040000,2.040000,8910500
2002-07-23,2.040000,2.040000,1.960000,2.000000,2.000000,5002500
2002-07-24,2.000000,2.000000,1.920000,1.960000,1.960000,3987500
2002-07-25,1.968000,1.992000,1.768000,1.952000,1.952000,5456250
2002-07-26,1.936000,1.992000,1.360000,1.760000,1.760000,12663625
2002-07-29,1.920000,1.920000,1.768000,1.816000,1.816000,4588000
2002-07-30,1.800000,1.848000,1.744000,1.792000,1.792000,4521375
2002-07-31,1.816000,1.816000,1.576000,1.640000,1.640000,4397000
2002-08-01,1.600000,1.752000,1.600000,1.680000,1.680000,1939000
2002-08-02,1.656000,1.784000,1.648000,1.752000,1.752000,2923250
2002-08-05,1.784000,1.848000,1.736000,1.800000,1.800000,1241750
2002-08-06,1.824000,1.880000,1.776000,1.832000,1.832000,4002000
2002-08-07,1.840000,1.880000,1.824000,1.856000,1.856000,2497000
2002-08-08,1.856000,1.864000,1.784000,1.824000,1.824000,1702000
2002-08-09,1.824000,1.864000,1.736000,1.768000,1.768000,1405500
2002-08-12,1.792000,1.792000,1.592000,1.592000,1.592000,1712750
2002-08-13,1.696000,1.696000,1.480000,1.544000,1.544000,2692250
2002-08-14,1.528000,1.552000,1.512000,1.544000,1.544000,2139000
2002-08-15,1.544000,1.640000,1.432000,1.592000,1.592000,3417500
2002-08-16,1.664000,1.664000,1.568000,1.568000,1.568000,1661000
2002-08-19,1.632000,1.632000,1.544000,1.616000,1.616000,1064000
2002-08-20,1.632000,1.656000,1.560000,1.568000,1.568000,2281000
2002-08-21,1.536000,1.560000,1.440000,1.544000,1.544000,1542500
2002-08-22,1.544000,1.560000,1.456000,1.528000,1.528000,2160000
2002-08-23,null,null,null,null,null,null
2002-08-26,1.536000,1.536000,1.408000,1.408000,1.408000,892000
2002-08-27,1.456000,1.456000,1.200000,1.280000,1.280000,7680000
2002-08-28,1.328000,1.328000,1.168000,1.184000,1.184000,2337000
2002-08-29,1.200000,1.256000,1.136000,1.224000,1.224000,2061000
2002-08-30,1.280000,1.280000,1.216000,1.232000,1.232000,512500
2002-09-02,1.280000,1.288000,1.200000,1.248000,1.248000,1465500
2002-09-03,1.240000,1.240000,1.160000,1.184000,1.184000,1107000
2002-09-04,1.128000,1.168000,1.120000,1.136000,1.136000,684500
2002-09-05,1.168000,1.280000,1.160000,1.224000,1.224000,4479500
2002-09-06,1.240000,1.296000,1.184000,1.272000,1.272000,5840500
2002-09-09,1.296000,1.312000,1.216000,1.232000,1.232000,4210000
2002-09-10,1.272000,1.272000,1.192000,1.200000,1.200000,2505500
2002-09-11,1.216000,1.216000,1.168000,1.168000,1.168000,246000
2002-09-12,1.184000,1.184000,1.120000,1.160000,1.160000,2424500
2002-09-13,1.168000,1.192000,1.088000,1.112000,1.112000,1048250
2002-09-16,1.128000,1.128000,1.032000,1.088000,1.088000,1090250
2002-09-17,1.112000,1.168000,1.080000,1.152000,1.152000,1274000
