Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,1.710000,2.120000,1.410000,2.040000,1.900725,188140006
2017-01-04,2.120000,2.190000,1.530000,1.560000,1.453496,188774000
2017-01-05,1.620000,1.650000,1.460000,1.470000,1.369640,99010000
2017-01-06,1.500000,1.500000,1.300000,1.340000,1.248516,31736000
2017-01-09,1.330000,1.410000,1.250000,1.270000,1.183295,16044000
2017-01-10,1.270000,1.340000,1.230000,1.250000,1.164660,16358000
2017-01-11,1.270000,1.290000,1.210000,1.250000,1.164660,23808000
2017-01-12,1.250000,1.290000,1.230000,1.230000,1.146026,5116000
2017-01-13,1.240000,1.240000,1.120000,1.130000,1.052853,10624000
2017-01-16,1.130000,1.130000,1.050000,1.060000,0.987632,15990000
2017-01-17,1.070000,1.140000,1.070000,1.100000,1.024901,6622000
2017-01-18,1.100000,1.110000,1.040000,1.060000,0.987632,3834000
2017-01-19,1.050000,1.050000,0.990000,1.030000,0.959680,24356000
2017-01-20,1.030000,1.090000,1.010000,1.050000,0.978314,18582000
2017-01-23,1.050000,1.060000,1.020000,1.030000,0.959680,5910000
2017-01-24,1.030000,1.030000,0.990000,1.000000,0.931728,6936000
2017-01-25,1.000000,1.000000,0.950000,0.960000,0.894459,2890000
2017-01-26,0.980000,0.980000,0.910000,0.920000,0.857190,4528000
2017-01-27,0.920000,0.950000,0.920000,0.930000,0.866507,3288000
2017-02-01,0.950000,0.950000,0.900000,0.950000,0.885142,1506000
2017-02-02,0.950000,0.990000,0.940000,0.960000,0.894459,5698000
2017-02-03,0.980000,1.120000,0.970000,1.110000,1.034218,30150000
2017-02-06,1.120000,1.170000,1.040000,1.060000,0.987632,9860000
2017-02-07,1.050000,1.060000,1.000000,1.010000,0.941045,4972000
2017-02-08,1.000000,1.060000,0.980000,1.030000,0.959680,5360000
2017-02-09,1.030000,1.030000,1.000000,1.010000,0.941045,3330000
2017-02-10,1.010000,1.010000,0.960000,0.970000,0.903776,2422000
2017-02-13,0.980000,1.020000,0.980000,1.010000,0.941045,3300000
2017-02-14,1.000000,1.010000,0.990000,1.000000,0.931728,1498000
2017-02-15,1.010000,1.050000,1.000000,1.030000,0.959680,2076000
2017-02-16,1.030000,1.040000,0.990000,0.990000,0.922411,2960000
2017-02-17,0.990000,1.000000,0.980000,0.990000,0.922411,1334000
2017-02-20,0.980000,1.010000,0.960000,0.980000,0.913094,3104000
2017-02-21,0.960000,1.030000,0.960000,0.990000,0.922411,3138000
2017-02-22,1.000000,0.990000,0.960000,0.970000,0.903776,2938000
2017-02-23,0.970000,0.980000,0.930000,0.930000,0.866507,3738000
2017-02-24,0.950000,0.970000,0.930000,0.960000,0.894459,2030000
2017-02-27,0.950000,0.960000,0.900000,0.910000,0.847873,1494000
2017-02-28,0.910000,0.930000,0.880000,0.880000,0.819921,2948000
2017-03-01,0.890000,0.900000,0.860000,0.880000,0.819921,3104000
2017-03-02,0.890000,0.930000,0.880000,0.880000,0.819921,1632000
2017-03-03,0.880000,0.880000,0.860000,0.870000,0.810603,772000
2017-03-06,0.850000,0.910000,0.840000,0.900000,0.838555,2450000
2017-03-07,0.930000,1.170000,0.920000,1.070000,0.996949,74968000
2017-03-08,1.080000,1.090000,0.980000,0.990000,0.922411,23092000
2017-03-09,0.990000,0.990000,0.930000,0.950000,0.885142,5234000
2017-03-10,0.930000,0.970000,0.920000,0.930000,0.866507,4482000
2017-03-13,0.940000,0.950000,0.910000,0.910000,0.847873,2180000
2017-03-14,0.910000,0.940000,0.900000,0.920000,0.857190,2162000
2017-03-15,0.910000,0.920000,0.910000,0.910000,0.847873,928000
2017-03-16,0.910000,0.930000,0.910000,0.910000,0.847873,1324000
2017-03-17,0.920000,0.940000,0.880000,0.900000,0.838555,3328000
2017-03-20,0.900000,0.920000,0.900000,0.900000,0.838555,1490000
2017-03-21,0.900000,1.020000,0.890000,0.950000,0.885142,9080000
2017-03-22,0.920000,0.960000,0.920000,0.940000,0.875824,2542000
2017-03-23,0.940000,0.950000,0.910000,0.910000,0.847873,3400000
2017-03-24,0.900000,0.960000,0.900000,0.930000,0.866507,3574000
2017-03-27,0.910000,0.930000,0.900000,0.910000,0.847873,810000
2017-03-28,0.900000,0.920000,0.900000,0.910000,0.847873,1462000
2017-03-29,0.900000,0.920000,0.900000,0.910000,0.847873,1588000
2017-03-30,0.900000,0.900000,0.870000,0.890000,0.829238,1436000
2017-03-31,0.890000,0.890000,0.870000,0.890000,0.829238,858000
2017-04-03,0.890000,0.900000,0.870000,0.890000,0.829238,392000
2017-04-05,0.890000,0.890000,0.880000,0.880000,0.819921,444000
2017-04-06,0.880000,0.940000,0.880000,0.920000,0.857190,2366000
2017-04-07,0.930000,0.930000,0.890000,0.890000,0.829238,1380000
2017-04-10,0.900000,0.910000,0.880000,0.880000,0.819921,1942000
2017-04-11,0.900000,0.900000,0.870000,0.880000,0.819921,468000
2017-04-12,0.890000,0.920000,0.890000,0.900000,0.838555,1646000
2017-04-13,0.900000,0.910000,0.890000,0.890000,0.829238,726000
2017-04-18,0.890000,0.890000,0.870000,0.890000,0.829238,1310000
2017-04-19,0.890000,0.940000,0.870000,0.880000,0.819921,926000
2017-04-20,0.880000,0.900000,0.860000,0.880000,0.819921,552000
2017-04-21,0.880000,0.890000,0.870000,0.880000,0.819921,608000
2017-04-24,0.870000,0.880000,0.850000,0.860000,0.801286,564000
2017-04-25,0.850000,0.860000,0.850000,0.860000,0.801286,162000
2017-04-26,0.870000,0.880000,0.860000,0.860000,0.801286,472000
2017-04-27,0.860000,0.860000,0.850000,0.860000,0.801286,374000
2017-04-28,0.850000,0.860000,0.820000,0.840000,0.782652,1292000
2017-05-02,0.830000,0.850000,0.820000,0.840000,0.782652,548000
2017-05-04,0.840000,0.840000,0.820000,0.840000,0.782652,832000
2017-05-05,0.820000,0.830000,0.810000,0.820000,0.764017,502000
2017-05-08,0.820000,0.820000,0.800000,0.800000,0.745382,700000
2017-05-09,0.820000,0.840000,0.820000,0.830000,0.773334,684000
2017-05-10,0.830000,0.840000,0.820000,0.820000,0.764017,156000
2017-05-11,0.810000,0.840000,0.800000,0.810000,0.754700,612000
2017-05-12,0.810000,0.820000,0.810000,0.810000,0.754700,136000
2017-05-15,0.820000,0.820000,0.800000,0.820000,0.764017,466000
2017-05-16,0.810000,0.820000,0.800000,0.820000,0.764017,276000
2017-05-17,0.830000,0.840000,0.800000,0.820000,0.764017,230000
2017-05-18,0.800000,0.810000,0.800000,0.800000,0.745382,620000
2017-05-19,0.800000,0.800000,0.800000,0.800000,0.745382,380000
2017-05-22,0.800000,0.820000,0.800000,0.810000,0.754700,530000
2017-05-23,0.800000,0.830000,0.800000,0.830000,0.773334,772000
2017-05-24,0.830000,0.890000,0.830000,0.850000,0.791969,3380000
2017-05-25,0.860000,0.860000,0.830000,0.840000,0.782652,512000
2017-05-26,0.830000,0.830000,0.810000,0.810000,0.754700,256000
2017-05-29,0.810000,0.830000,0.800000,0.810000,0.754700,1738000
2017-05-31,0.800000,0.810000,0.780000,0.780000,0.726748,940000
2017-06-01,0.780000,0.790000,0.780000,0.780000,0.726748,676000
2017-06-02,0.780000,0.790000,0.740000,0.760000,0.708113,1720000
2017-06-05,0.780000,0.800000,0.750000,0.760000,0.708113,1520000
2017-06-06,0.740000,0.780000,0.740000,0.760000,0.708113,692000
2017-06-07,0.760000,0.760000,0.740000,0.750000,0.698796,464000
2017-06-08,0.740000,0.750000,0.720000,0.750000,0.698796,530000
2017-06-09,0.740000,0.740000,0.720000,0.730000,0.680161,528000
2017-06-12,0.740000,0.740000,0.690000,0.700000,0.652210,2306000
2017-06-13,0.700000,0.700000,0.660000,0.680000,0.633575,2664000
2017-06-14,0.680000,0.690000,0.670000,0.670000,0.624258,400000
2017-06-15,0.650000,0.720000,0.650000,0.690000,0.642892,2566000
2017-06-16,0.700000,0.900000,0.700000,0.760000,0.708113,23152000
2017-06-19,0.770000,0.770000,0.730000,0.760000,0.708113,2462000
2017-06-20,0.760000,0.820000,0.740000,0.750000,0.698796,4658000
2017-06-21,0.740000,0.760000,0.730000,0.750000,0.698796,450000
2017-06-22,0.730000,0.750000,0.730000,0.740000,0.689479,370000
2017-06-23,0.730000,0.750000,0.720000,0.730000,0.680161,576000
2017-06-26,0.730000,0.750000,0.730000,0.750000,0.698796,490000
2017-06-27,0.730000,0.750000,0.650000,0.710000,0.661527,2120000
2017-06-28,0.710000,0.710000,0.650000,0.660000,0.614941,2566000
2017-06-29,0.670000,0.710000,0.670000,0.700000,0.652210,1330000
2017-06-30,0.680000,0.680000,0.670000,0.680000,0.633575,886000
2017-07-03,0.680000,0.680000,0.660000,0.660000,0.614941,778000
2017-07-04,0.680000,0.680000,0.660000,0.680000,0.633575,540000
2017-07-05,0.670000,0.680000,0.660000,0.660000,0.614941,508000
2017-07-06,0.660000,0.700000,0.660000,0.700000,0.652210,308000
2017-07-07,0.690000,0.700000,0.690000,0.700000,0.652210,190000
2017-07-10,0.680000,0.680000,0.660000,0.670000,0.624258,144000
2017-07-11,0.680000,0.680000,0.650000,0.660000,0.614941,188000
2017-07-12,0.650000,0.660000,0.640000,0.640000,0.596306,1270000
2017-07-13,0.630000,0.660000,0.620000,0.630000,0.586989,1142000
2017-07-14,0.640000,0.640000,0.590000,0.600000,0.559037,2642000
