Date,Open,High,Low,Close,Adj Close,Volume
2020-05-15,8.420000,8.660000,7.880000,8.370000,8.370000,215540000
2020-05-18,8.430000,10.500000,8.430000,10.500000,10.500000,91320769
2020-05-19,10.560000,11.480000,10.020000,10.380000,10.380000,61812000
2020-05-20,10.360000,10.400000,9.520000,10.080000,10.080000,34378600
2020-05-21,10.060000,10.360000,9.250000,9.330000,9.330000,25243000
2020-05-22,9.000000,9.600000,8.700000,8.980000,8.980000,23525600
2020-05-25,8.980000,9.790000,8.750000,9.660000,9.660000,17019000
2020-05-26,9.800000,10.060000,9.400000,9.600000,9.600000,13443500
2020-05-27,9.610000,9.700000,9.000000,9.010000,9.010000,10334400
2020-05-28,9.000000,9.290000,8.450000,8.790000,8.790000,12432000
2020-05-29,8.700000,9.020000,8.510000,8.800000,8.800000,7277000
2020-06-01,9.100000,9.670000,9.070000,9.560000,9.560000,15536000
2020-06-02,9.640000,9.800000,9.200000,9.410000,9.410000,6726100
2020-06-03,9.590000,9.980000,9.300000,9.710000,9.710000,14375000
2020-06-04,9.850000,9.910000,9.400000,9.480000,9.480000,6242000
2020-06-05,9.500000,9.730000,9.360000,9.700000,9.700000,3966000
2020-06-08,9.700000,10.580000,9.700000,9.980000,9.980000,19537000
2020-06-09,10.040000,10.280000,9.580000,9.650000,9.650000,5736000
2020-06-10,9.600000,9.760000,9.510000,9.640000,9.640000,4003000
2020-06-11,9.650000,10.100000,9.600000,9.620000,9.620000,8854500
2020-06-12,9.270000,9.650000,9.250000,9.580000,9.580000,5002000
2020-06-15,9.460000,9.690000,9.030000,9.200000,9.200000,5526000
2020-06-16,9.380000,9.510000,9.200000,9.380000,9.380000,7250000
2020-06-17,9.300000,9.380000,9.110000,9.230000,9.230000,2766600
2020-06-18,9.230000,9.370000,9.000000,9.130000,9.130000,6228000
2020-06-19,9.180000,9.550000,9.130000,9.270000,9.270000,7215000
2020-06-22,9.250000,9.270000,9.050000,9.100000,9.100000,3339000
2020-06-23,9.100000,9.180000,8.890000,8.960000,8.960000,6453000
2020-06-24,9.070000,9.080000,8.800000,8.810000,8.810000,5874000
2020-06-26,8.840000,8.950000,8.670000,8.800000,8.800000,6617000
2020-06-29,8.800000,8.800000,8.490000,8.610000,8.610000,4204000
2020-06-30,8.610000,8.890000,8.450000,8.550000,8.550000,6101000
2020-07-02,8.600000,9.080000,8.560000,9.020000,9.020000,9822000
2020-07-03,9.070000,9.100000,8.560000,8.580000,8.580000,9907000
2020-07-06,8.700000,8.700000,8.210000,8.420000,8.420000,9021000
2020-07-07,8.520000,8.890000,8.210000,8.620000,8.620000,13061000
2020-07-08,8.640000,8.780000,8.420000,8.600000,8.600000,7045400
2020-07-09,8.600000,8.700000,8.490000,8.560000,8.560000,8171000
2020-07-10,8.600000,9.390000,8.510000,9.280000,9.280000,19708000
2020-07-13,9.500000,9.680000,9.030000,9.330000,9.330000,9907000
2020-07-14,9.330000,9.330000,8.750000,9.030000,9.030000,4595000
2020-07-15,9.160000,9.520000,9.000000,9.380000,9.380000,7432000
2020-07-16,9.380000,9.520000,8.890000,8.910000,8.910000,5468000
2020-07-17,9.000000,9.890000,8.990000,9.890000,9.890000,12193000
2020-07-20,10.200000,10.360000,9.780000,9.930000,9.930000,12160000
2020-07-21,9.980000,10.200000,9.720000,10.160000,10.160000,7089000
2020-07-22,10.160000,10.820000,9.930000,9.990000,9.990000,22978500
2020-07-23,10.340000,10.760000,10.120000,10.600000,10.600000,10596000
2020-07-24,10.400000,10.940000,10.160000,10.260000,10.260000,12754000
2020-07-27,10.900000,10.960000,9.680000,10.000000,10.000000,13519000
2020-07-28,10.220000,10.360000,9.850000,9.970000,9.970000,6026000
